"","baker","baker_age","hometown","baker_occupation","series","episode","signature_bake","show_stopper","technical","result"
"651","Stu Henshall  ",35,"Guildford, Surrey","Professional musician",6,1,"Marley Madeira Cake","Purple Forest Gâteau",11,"OUT"
"652","Stuart Marston-Smith  ",26,"Lichfield, Staffordshire","PE teacher",3,1,"Tomato and Ginger","Lemon and Pistachio Union Flag Cake",9,"IN"
"653","Stuart Marston-Smith  ",26,"Lichfield, Staffordshire","PE teacher",3,2,"Bombay BreadChorizo and Spring Onion Naan","Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",9,"IN"
"654","Stuart Marston-Smith  ",26,"Lichfield, Staffordshire","PE teacher",3,3,"Pear and Almond Tarte Tatin","Raspberry Triple Chocolate Layered Tart",7,"IN"
"655","Stuart Marston-Smith  ",26,"Lichfield, Staffordshire","PE teacher",3,4,"Black Forest Torte","Choca Blocka Mocha Meringue",8,"OUT"
"656","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,1,"Pistachio and Rose Madeira Cake","Black Forest Gâteau in a Chocolate Shell",4,"IN"
"657","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,2,"Cinnamon, Maple and Cranberry Biscotti","Chessboard Box",8,"IN"
"658","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,3,"Fig, Cheese and Walnut Breads","Breadcycle",3,"IN"
"659","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,4,"Rhubarb and Ginger Crème Brûlées","Mango, Hazelnut and Rosemary Cheesecake Trio",5,"IN"
"660","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,5,"Honey and Grapefruit Polenta Cake","Passion Fruit and Pineapple Ice Cream Roll",7,"IN"
"661","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,6,"Spiced Pear Frangipane Tart","Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents",7,"IN"
"662","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,7,"Middle Eastern Game Pie","Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",3,"STAR BAKER"
"663","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,8,"Lime & Mascarpone and Malt Cream Horns","Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne",4,"IN"
"664","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,9,"Chocolate New York Pie","Chocolate Bell Tower",2,"IN"
"665","Tamal Ray  ",29,"Manchester","Trainee anaesthetist",6,10,"Cinnamon and Apple & Toffee and Marmalade Iced Buns","Sticky Toffee Pudding Cake",3,"Runner-up"
"666","Terry Hartill  ",56,"West Midlands","Retired air steward",9,1,NA,NA,9,"IN"
"667","Terry Hartill  ",56,"West Midlands","Retired air steward",9,2,NA,NA,8,"IN"
"668","Terry Hartill  ",56,"West Midlands","Retired air steward",9,3,NA,NA,1,"IN"
"669","Terry Hartill  ",56,"West Midlands","Retired air steward",9,4,NA,NA,NA,"[a]"
"670","Terry Hartill  ",56,"West Midlands","Retired air steward",9,5,NA,NA,8,"OUT"
"671","Toby Waterworth  ",30,"Reading, Berkshire","Web Programmer",4,1,"Spiced and Iced Carrot Cake","Two Tiered Chocolate Cake",13,"OUT"
"672","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,1,"G&T Drizzle Cake","Black Forest Broken Mirror",2,"IN"
"673","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,2,"Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience",7,"IN"
"674","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,3,"Chocolate Orange and Chilli Swirl Bread","Jörmungandr and Mjölnir",4,"STAR BAKER"
"675","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,4,"West Yorkshire Fusion Puddings","Fennel Churros Snake In The Grass",5,"IN"
"676","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,5,"Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","Yin and Yang Amuse-bouche",4,"IN"
"677","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,6,"Blood Orange Halloween Pumpkin Pie","Floral Tea Cake",1,"STAR BAKER"
"678","Tom Gilliford  ",26,"Rochdale","Project engagement manager",7,7,"Millionaire's Roulade","Hipster Picnic",5,"OUT"
"679","Tom Hetherington  ",29,"Edinburgh","Architect",8,1,"Gilded Pear and Cardamom Cake","'Stack of Books' Cake",7,"IN"
"680","Tom Hetherington  ",29,"Edinburgh","Architect",8,2,"Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game",5,"IN"
"681","Tom Hetherington  ",29,"Edinburgh","Architect",8,3,"Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture",4,"IN"
"682","Tom Hetherington  ",29,"Edinburgh","Architect",8,4,"Stem Ginger Caramel Shortbreads","Hummingbird Cake",5,"OUT"
"683","Ugnė Bubnaityte  ",32,"Woodford, London / Vilkaviškis, Lithuania","PA and administrator",6,1,"Lemon and Thyme Madeira Cake","Falling Cup Gâteau",1,"IN"
"684","Ugnė Bubnaityte  ",32,"Woodford, London / Vilkaviškis, Lithuania","PA and administrator",6,2,"White Wine Biscotti","Baby Climbing into the Cookie Box",7,"IN"
"685","Ugnė Bubnaityte  ",32,"Woodford, London / Vilkaviškis, Lithuania","PA and administrator",6,3,"Chocolate Quick Breads with Salted Caramel Sauce","Easter Basket",5,"IN"
"686","Ugnė Bubnaityte  ",32,"Woodford, London / Vilkaviškis, Lithuania","PA and administrator",6,4,"Marula Fruit and Coffee Liqueur Crème Brûlées","Lime, Coconut and Hazelnut Cheesecakes",2,"IN"
"687","Ugnė Bubnaityte  ",32,"Woodford, London / Vilkaviškis, Lithuania","PA and administrator",6,5,"Chocolate and Hazelnut Sugar-Free Cake","Chocolate, Peanut Butter and Grape Jam Roll",6,"OUT"
"688","Urvashi Roe  ",40,"Enfield, London","Head of Marketing",2,1,"Cherry Blossom CupcakesJapanese Lime Cupcakes","UNKNOWN",7,"IN"
"689","Urvashi Roe  ",40,"Enfield, London","Head of Marketing",2,2,"Crab, Coriander and Coconut Quiche","Strawberry and Basil TartsElderflower and Honeycomb Tarts",7,"IN"
"690","Urvashi Roe  ",40,"Enfield, London","Head of Marketing",2,3,"Salt and Peppercorn Loaf","Chilli and Halloumi RollsLemon and Coriander Mini Loaves",9,"OUT"
"691","Val Stones  ",66,"Yeovil","Semi-retired, Substitute teacher",7,1,"Mum's Orange and Lemon Drizzle","Chocolate Sponge with Four Fruit Frosting",10,"IN"
"692","Val Stones  ",66,"Yeovil","Semi-retired, Substitute teacher",7,2,"Sunday Treat Iced Ice Cream Cone Biscuits","From Holland to New York via Yorkshire",5,"IN"
"693","Val Stones  ",66,"Yeovil","Semi-retired, Substitute teacher",7,3,"Double Chocolate Cinnamon Twist Loaf","""And They All Went Into The Ark To Get Out Of The Rain""",1,"IN"
"694","Val Stones  ",66,"Yeovil","Semi-retired, Substitute teacher",7,4,"Mum's Chilli Yorkshire Puddings","Orange Chocolate Churros",6,"IN"
"695","Val Stones  ",66,"Yeovil","Semi-retired, Substitute teacher",7,5,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",7,"OUT"
"696","Victoria Chester  ",50,"Somerset","CEO of the charity Plantlife",3,1,"Pear and Pecan","Blackbird Pie Cake",4,"STAR BAKER"
"697","Victoria Chester  ",50,"Somerset","CEO of the charity Plantlife",3,2,"Coriander and Lemon NaanGarlic and Parsnip Chapatis","Saffron and Golden Raisin Bagels
Porcini Bagels",7,"IN"
"698","Victoria Chester  ",50,"Somerset","CEO of the charity Plantlife",3,3,"Fig, Walnut and Pink Peppercorn Tarte Tatin","Tropical Fruit Tart with Black Pepper Crust",4,"OUT"
"699","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,1,"Cardamom and Pomegranate Cupcakes","UNKNOWN",5,"IN"
"700","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,2,"Smoked Haddock and Watercress Quiche","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts",6,"IN"
"701","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,3,"Egyptian Dukkah Loaf with Mixed Spices","Pesto Bread
Sweet Coconut Rolls",2,"STAR BAKER"
"702","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,4,"Chocolate Chip and Pistachio Biscotti","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons",6,"IN"
"703","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,5,"Family Fish Pie","Peach and Raspberry Meringue Pie",5,"IN"
"704","Yasmin Limbert  ",43,"West Kirby, The Wirral","Childminder",2,6,"Baked Amaretto Cheesecake","Rose Croquembouche",2,"OUT"
